date	een_jaar_geleden_perwords	afgelopen_jaar_perwords	vorig_jaar_perwords	verleden_jaar_perwords
1945-12-31	0.0	0.0	2.9648824498230706	0.0
1946-12-31	1.9943686282188657	0.0	4.170043495366719	1.9037155087543718
1947-12-31	2.0879974434119726	1.2088406251332473	4.725467898248148	2.9671542616906974
1948-12-31	1.2730322129050409	1.2730322129050409	5.777607735492109	3.721171083876273
1949-12-31	2.0191310649270773	1.9181745116807236	7.874611153215603	4.240175236346863
1950-12-31	1.8902210746974228	2.223789499644027	10.896568548255733	4.002821099359248
1951-12-31	1.342639685392669	3.304959225581954	11.980477192734584	3.6147991529802623
1952-12-31	1.3786143822566814	2.2057830116106905	9.834115926764326	3.3086745174160352
1953-12-31	1.814307147850611	2.5565237083349515	12.617681528233794	3.7110828024217044
1954-12-31	2.069202777553864	2.519029468326443	16.553622220430913	3.688578864335149
1955-12-31	1.3617045999743094	2.4510682799537564	13.707826306408045	3.90355318659302
1956-12-31	0.6428923838559804	2.112360689812507	12.214955293263628	3.7655125340135993
1957-12-31	1.4350461775437338	3.049473127280434	14.260771389340855	4.0360673743417514
1958-12-31	1.7535947496735524	2.152139010962996	14.905555372225194	2.6303921245103283
1959-12-31	1.8317039928120749	1.1149502564943066	17.122450367591135	1.8317039928120749
1960-12-31	1.0012105405597322	2.0024210811194645	14.47904474040228	2.387502058257823
1961-12-31	1.1855868678707697	2.0550172376426676	13.278572920152621	1.6598216150190777
1962-12-31	1.3416045489785444	2.180107392090134	17.02160771516528	2.7670593822682474
1963-12-31	1.1443965196613044	2.816976048397057	16.81382578886993	2.6409150453722408
1964-12-31	1.5396257323807154	3.367931289582815	17.609469314104434	3.5603845061304047
1965-12-31	1.0787880071725673	3.3344356585333896	16.279891744604196	2.059504377329447
1966-12-31	1.6044900048295148	3.7103831361682533	18.65219630614311	4.011225012073787
1967-12-31	1.3952386782485429	4.65079559416181	22.788898411392868	4.65079559416181
1968-12-31	1.377255181578307	3.8366394343967123	21.642581424801964	2.5577596229311412
1969-12-31	1.4621672397645498	2.236255778463429	22.36255778463429	2.1502459408302204
1970-12-31	1.2038244298311305	3.7117919919793194	28.891786315947133	2.1066927522044785
1971-12-31	1.379317637771418	2.2988627296190303	30.344988030971198	1.7241470472142726
1972-12-31	2.400953571451178	1.8552823052122738	33.61335000031649	1.746148051964493
1973-12-31	1.022372579149529	1.9425079003841053	30.671177374485872	2.044745158299058
1974-12-31	1.9922580850813738	4.174255035408593	31.9709987939249	1.7076497872126062
1975-12-31	2.8374017790306483	4.053431112900927	41.547668907234495	1.317365111692801
1976-12-31	2.551911112561245	3.91900635143334	34.26852065439386	1.0936761910976764
1977-12-31	2.7009912637938123	4.001468538953796	35.91318013711032	1.6005874155815183
1978-12-31	1.6027682258553102	3.299816935584462	31.678242581610835	0.848524354864576
1979-12-31	1.9141199983702635	4.283982853495352	30.079028545818428	0.9114857135096492
1980-12-31	2.2877017202989007	3.1675869973369393	30.00408794699712	1.1438508601494504
1981-12-31	1.9241205493313973	4.852130080922654	31.873475186750543	0.9202315670715379
1982-12-31	3.2710624803463664	3.5618235897104875	39.2527497641564	0.8722833280923644
1983-12-31	2.2141307251349547	4.642532165605551	40.28289448310047	1.2856242920138448
1984-12-31	3.4572382609007657	3.4572382609007657	37.936181997992186	1.121266462994843
1985-12-31	2.0941134652588396	5.553953103512574	45.068963708831554	1.0015325268629234
1986-12-31	2.0358672002054985	3.806186504732019	39.655152421394064	0.7966436870369342
1987-12-31	1.8326979522257796	5.1315542662321825	40.960799232246174	0.8247140785016008
1988-12-31	3.094363085795568	4.061351550106683	39.549828190324604	0.9669884643111151
1989-12-31	1.8273228117747033	4.069946262589112	38.04153853603701	0.6644810224635286
1990-12-31	2.2701291861428947	4.6389596412485234	40.5662215436839	0.6909088827391419
1991-12-31	1.7706555453759258	6.123517094425076	43.012174289756864	0.44266388634398146
1992-12-31	2.137192818604691	3.2686478402189394	42.36670469822241	0.7543033477428321
1993-12-31	3.3618707860326325	3.3618707860326325	41.849494957164836	0.3477797364861344
1994-12-31	2.4091442442592803	2.7705158808981722	47.279455793588376	0.542057454958338
1995-12-31	2.620108563919611	3.735048378353488	46.32574928972759	0.3344819443301631
